YEAR,DOY,T2M,QV2M,PRECTOTCORR,WS2M,PS,RH2M,T2MDEW
2020,144,30.62,11.75,0.0,1.73,91.4,42.06,14.92
2020,145,30.82,13.44,4.31,2.38,91.47,45.97,17.1
2020,146,28.98,16.11,3.89,1.5,91.55,61.46,19.97
2020,147,28.8,16.64,3.2,1.75,91.56,64.73,20.44
2020,148,27.39,17.92,9.34,1.88,91.56,73.56,21.76
2020,149,27.16,17.1,5.72,1.88,91.49,71.57,20.96
2020,150,24.53,16.81,20.41,2.52,91.55,80.29,20.75
2020,151,25.68,15.99,1.5,1.32,91.55,72.94,19.93
2020,152,26.36,16.1,0.46,2.35,91.56,70.31,20.06
2020,153,25.15,16.71,2.68,2.49,91.64,77.56,20.67
2020,154,25.15,15.44,0.43,3.09,91.58,72.43,19.35
2020,155,24.3,15.96,0.03,3.56,91.54,77.64,19.93
2020,156,24.02,15.92,0.0,3.49,91.57,78.72,19.9
2020,157,25.25,15.18,0.55,3.42,91.59,71.74,19.13
2020,158,24.44,15.4,3.83,3.29,91.55,75.63,19.33
2020,159,25.87,14.37,0.24,3.85,91.5,66.94,18.19
2020,160,25.05,13.59,0.03,4.27,91.49,65.29,17.27
2020,161,25.28,12.55,0.0,4.02,91.47,60.98,16.06
2020,162,25.65,14.99,0.85,4.73,91.34,69.2,18.86
2020,163,23.66,15.78,4.2,4.75,91.22,79.47,19.69
2020,164,23.45,14.31,7.75,5.66,91.21,74.27,18.13
2020,165,24.58,13.61,0.64,5.48,91.29,67.73,17.32
2020,166,24.0,13.86,0.14,5.88,91.41,70.56,17.63
2020,167,25.78,15.05,0.32,4.97,91.32,69.53,18.93
2020,168,25.49,15.5,0.09,4.86,91.28,71.59,19.4
2020,169,24.61,15.63,0.13,4.41,91.34,75.14,19.54
2020,170,24.59,14.62,0.03,4.55,91.48,71.15,18.52
2020,171,24.38,14.37,0.01,4.07,91.53,70.6,18.23
2020,172,24.55,13.87,0.01,4.1,91.51,68.52,17.62
2020,173,25.11,14.52,1.85,4.0,91.4,69.26,18.38
2020,174,24.33,14.29,1.16,4.32,91.32,70.86,18.05
2020,175,24.07,12.72,7.12,3.79,91.42,66.03,16.23
2020,176,24.52,14.42,25.58,2.91,91.44,71.79,18.25
2020,177,23.82,16.26,47.52,1.45,91.31,81.57,20.17
2020,178,24.3,16.48,5.25,2.01,91.28,80.08,20.38
2020,179,23.79,16.94,35.49,2.46,91.34,84.36,20.84
2020,180,23.98,17.4,11.97,2.92,91.33,85.66,21.27
2020,181,23.74,17.37,7.08,2.43,91.27,86.5,21.23
2020,182,23.74,16.6,8.13,2.95,91.24,83.26,20.51
2020,183,23.0,15.46,0.0,3.67,91.37,81.09,19.39
2020,184,22.14,14.98,3.94,4.67,91.4,82.79,18.89
2020,185,22.49,15.7,9.97,4.32,91.35,84.76,19.61
2020,186,23.18,15.12,2.67,5.32,91.33,79.35,19.03
2020,187,22.36,14.51,0.76,4.75,91.36,79.64,18.39
2020,188,23.37,15.36,0.19,4.35,91.33,79.56,19.29
2020,189,23.2,15.44,0.76,4.4,91.43,80.51,19.37
2020,190,22.58,16.32,8.26,2.5,91.5,87.31,20.27
2020,191,22.4,16.23,35.45,2.27,91.41,87.5,20.15
2020,192,22.89,15.64,9.28,2.55,91.48,82.82,19.58
2020,193,22.67,15.72,0.67,2.32,91.48,83.92,19.66
2020,194,23.64,16.47,3.42,2.65,91.39,83.22,20.4
2020,195,22.78,15.98,1.13,2.68,91.34,84.59,19.9
2020,196,22.95,16.26,0.28,3.16,91.34,85.22,20.19
2020,197,22.87,15.7,5.46,4.02,91.29,83.14,19.63
2020,198,22.76,15.7,7.52,3.9,91.25,83.55,19.61
2020,199,22.76,15.63,0.25,3.29,91.27,83.34,19.53
2020,200,23.48,16.16,8.63,2.17,91.35,82.59,20.09
2020,201,23.63,16.1,12.23,1.89,91.4,81.2,20.03
2020,202,23.17,16.95,9.86,2.05,91.3,87.36,20.85
2020,203,23.83,16.16,0.38,1.8,91.35,81.11,20.09
2020,204,23.77,16.42,0.81,2.16,91.42,82.51,20.37
2020,205,23.25,16.65,11.96,0.86,91.37,85.64,20.57
2020,206,23.35,16.32,10.01,1.98,91.45,83.97,20.27
2020,207,22.66,15.61,7.82,1.69,91.54,83.72,19.56
2020,208,22.35,15.35,0.39,2.89,91.67,83.94,19.33
2020,209,23.24,15.5,1.55,3.24,91.56,80.8,19.45
2020,210,23.29,16.51,7.59,2.67,91.39,84.96,20.43
2020,211,22.27,16.4,1.59,2.45,91.28,88.98,20.32
2020,212,22.73,17.15,5.26,2.19,91.28,90.38,21.03
2020,213,23.08,16.46,7.3,2.27,91.31,85.49,20.37
2020,214,22.58,16.4,31.93,3.07,91.37,87.63,20.33
2020,215,22.03,16.24,4.17,3.99,91.32,89.32,20.15
2020,216,22.73,16.0,1.49,4.93,91.23,85.0,19.9
2020,217,22.3,15.27,2.87,6.1,91.15,83.42,19.15
2020,218,22.59,15.56,2.86,7.06,91.0,83.12,19.43
2020,219,23.96,16.55,0.79,5.67,91.11,81.94,20.43
2020,220,23.56,16.52,0.19,5.04,91.39,83.79,20.46
2020,221,22.51,15.68,4.44,4.61,91.45,84.63,19.63
2020,222,21.87,15.4,4.99,4.2,91.39,86.26,19.34
2020,223,22.33,15.78,0.46,3.26,91.41,86.08,19.71
2020,224,22.97,15.81,3.18,3.83,91.54,83.58,19.77
2020,225,22.65,15.82,0.05,3.9,91.62,84.96,19.81
2020,226,22.65,15.65,0.02,3.78,91.49,84.07,19.6
2020,227,22.6,15.44,0.01,4.17,91.38,83.16,19.38
2020,228,22.95,15.42,0.02,4.34,91.4,81.8,19.35
2020,229,23.08,15.92,0.24,3.85,91.44,83.38,19.87
2020,230,23.19,16.15,1.48,3.61,91.4,83.77,20.08
2020,231,23.43,16.28,1.21,3.6,91.45,83.48,20.23
2020,232,23.23,16.2,0.22,3.55,91.36,83.9,20.12
2020,233,23.11,16.01,0.01,3.59,91.37,83.62,19.95
2020,234,23.48,16.24,0.04,3.24,91.53,83.13,20.2
2020,235,23.57,16.58,7.57,2.79,91.61,84.3,20.54
2020,236,23.27,16.49,9.1,2.22,91.58,85.14,20.44
2020,237,23.91,16.42,8.34,1.74,91.58,81.95,20.38
2020,238,24.36,16.09,0.01,1.69,91.65,78.41,20.06
2020,239,23.34,16.19,4.47,1.73,91.66,83.14,20.18
2020,240,23.27,15.81,1.03,2.07,91.57,81.86,19.78
2020,241,23.72,15.31,0.0,2.35,91.49,77.83,19.24
2020,242,24.32,15.97,0.0,2.35,91.47,78.54,19.9
2020,243,23.94,16.76,7.28,1.83,91.53,82.97,20.71
2020,244,23.69,16.69,9.41,1.95,91.57,84.14,20.64
2020,245,22.44,16.72,7.55,3.01,91.49,89.98,20.67
2020,246,22.4,16.93,22.14,3.0,91.44,91.18,20.87
2020,247,22.88,16.72,6.71,2.03,91.47,87.99,20.66
2020,248,23.86,16.85,2.05,1.65,91.44,84.27,20.78
2020,249,24.15,16.97,0.98,1.74,91.37,83.49,20.89
2020,250,23.79,17.33,0.69,1.52,91.35,86.35,21.21
2020,251,23.32,16.99,9.06,2.43,91.44,87.11,20.9
2020,252,23.73,16.42,9.51,1.35,91.49,82.57,20.37
2020,253,23.29,16.88,20.55,1.98,91.37,86.64,20.79
2020,254,22.0,16.23,6.35,1.7,91.26,89.57,20.14
2020,255,21.92,15.87,1.35,3.8,91.31,88.22,19.8
2020,256,21.25,15.16,4.1,3.68,91.57,88.17,19.12
2020,257,20.61,14.25,10.54,3.91,91.6,86.31,18.12
2020,258,21.65,14.44,12.56,4.36,91.47,82.84,18.32
2020,259,22.46,15.57,1.74,3.63,91.46,84.51,19.47
2020,260,22.9,16.15,0.09,3.41,91.48,85.4,20.1
2020,261,22.86,15.97,0.72,3.26,91.53,84.72,19.93
2020,262,22.39,15.87,7.11,4.01,91.41,86.2,19.82
2020,263,22.23,16.06,6.38,4.03,91.21,87.62,19.95
2020,264,20.89,14.8,4.0,5.39,91.19,87.42,18.65
2020,265,20.96,14.34,1.35,5.59,91.23,84.69,18.17
2020,266,20.78,13.48,0.14,4.85,91.37,81.51,17.23
2020,267,21.84,14.39,0.03,3.77,91.49,81.49,18.21
2020,268,22.16,14.82,0.01,3.01,91.66,82.21,18.77
2020,269,21.62,15.45,18.02,1.72,91.61,87.8,19.4
2020,270,20.56,15.03,1.63,2.99,91.62,90.92,18.98
2020,271,21.91,15.42,0.03,2.08,91.65,86.51,19.39
2020,272,23.13,16.07,1.71,1.91,91.6,84.05,20.02
2020,273,22.87,16.88,33.52,2.38,91.46,88.84,20.81
2020,274,21.98,16.06,5.92,2.57,91.46,89.06,20.01
2020,275,21.7,14.52,0.12,2.98,91.51,83.0,18.42
2020,276,22.67,15.57,1.88,1.77,91.5,83.55,19.48
2020,277,22.32,16.03,2.14,2.96,91.55,87.43,20.0
2020,278,21.21,15.1,1.59,2.84,91.67,88.17,19.07
2020,279,22.19,15.0,0.03,2.69,91.58,83.11,18.94
2020,280,22.85,15.67,1.59,1.93,91.53,83.22,19.6
2020,281,23.07,16.28,1.9,1.95,91.58,85.24,20.25
2020,282,22.61,15.63,1.3,1.3,91.57,83.94,19.59
2020,283,23.04,15.76,12.26,0.71,91.54,82.39,19.7
2020,284,22.27,16.97,37.01,1.97,91.49,92.1,20.9
2020,285,21.59,15.86,4.17,2.76,91.36,89.92,19.8
2020,286,21.72,15.83,15.35,3.54,91.19,89.01,19.72
2020,287,21.1,15.86,4.78,3.67,91.13,92.11,19.75
2020,288,21.4,15.02,0.44,4.5,91.22,86.4,18.89
2020,289,21.76,15.46,0.13,3.34,91.29,87.14,19.36
2020,290,22.2,15.54,0.09,2.06,91.33,85.7,19.46
2020,291,21.89,14.34,2.76,1.26,91.44,80.82,18.21
2020,292,22.34,15.88,3.25,1.18,91.49,86.43,19.82
2020,293,22.12,16.45,14.6,1.43,91.46,90.27,20.4
2020,294,22.16,16.38,19.0,1.46,91.41,89.89,20.33
2020,295,22.28,16.48,13.07,1.6,91.46,89.87,20.43
2020,296,22.08,16.3,9.18,1.41,91.46,89.96,20.24
2020,297,22.14,16.55,3.49,1.27,91.5,90.8,20.5
2020,298,22.48,16.49,4.6,1.28,91.62,88.97,20.47
2020,299,22.88,15.47,1.02,0.75,91.73,82.45,19.45
2020,300,22.66,15.56,0.05,1.25,91.76,83.5,19.55
2020,301,21.55,14.58,0.0,1.7,91.73,84.09,18.49
2020,302,21.29,14.42,0.0,1.92,91.8,84.62,18.37
2020,303,20.89,14.5,1.32,1.98,91.82,86.68,18.44
2020,304,21.39,14.18,0.15,1.7,91.77,82.93,18.07
2020,305,21.95,13.89,0.0,1.3,91.77,78.4,17.73
2020,306,22.27,14.33,0.01,1.02,91.83,79.5,18.23
2020,307,22.58,15.41,0.29,1.2,91.89,83.66,19.42
2020,308,22.59,15.63,0.01,1.66,91.88,84.78,19.65
2020,309,22.92,16.29,0.02,1.68,91.83,86.05,20.3
2020,310,22.52,15.72,5.46,2.02,91.88,85.14,19.74
2020,311,22.45,15.44,3.69,1.84,91.97,84.81,19.47
2020,312,22.78,16.24,0.68,2.04,92.01,86.83,20.29
2020,313,22.39,15.98,0.96,2.61,92.06,87.45,20.04
2020,314,21.04,14.22,0.04,2.16,91.94,84.98,18.16
2020,315,18.78,11.49,0.0,2.06,91.78,80.12,14.8
2020,316,19.53,13.65,5.59,2.46,91.79,87.42,17.22
2020,317,21.62,15.87,5.94,2.55,91.82,90.33,19.88
2020,318,21.97,15.86,7.06,2.75,91.83,88.69,19.87
2020,319,21.82,15.46,0.62,2.94,91.76,87.42,19.45
2020,320,22.17,16.2,6.84,2.96,91.71,89.26,20.16
2020,321,21.84,16.04,8.59,2.88,91.78,90.03,20.05
2020,322,21.55,15.36,3.42,2.93,91.75,88.11,19.35
2020,323,21.71,15.36,0.25,2.34,91.78,87.6,19.36
2020,324,21.53,14.95,0.02,2.58,91.81,86.34,18.92
2020,325,20.59,13.52,0.0,2.18,91.88,83.11,17.35
2020,326,19.0,11.21,0.0,1.6,91.92,77.15,14.4
2020,327,18.12,10.21,0.0,1.62,91.95,75.36,12.94
2020,328,18.26,11.53,0.0,1.74,91.94,81.3,14.77
2020,329,20.32,14.11,0.06,2.24,91.83,87.02,17.99
2020,330,21.03,14.97,3.83,3.41,91.67,88.48,18.92
2020,331,19.14,14.34,41.51,5.85,91.43,94.28,18.22
2020,332,19.59,13.92,2.58,3.75,91.65,89.7,17.77
2020,333,20.54,14.3,1.08,2.23,91.91,87.51,18.24
2020,334,20.98,14.71,0.39,2.49,91.98,87.76,18.7
2020,335,20.7,14.25,0.31,2.81,92.0,86.76,18.21
2020,336,19.59,12.45,0.0,2.46,92.01,82.3,16.06
2020,337,19.78,12.88,1.09,2.9,91.88,83.6,16.59
2020,338,19.92,14.62,5.53,3.49,91.74,91.82,18.52
2020,339,20.71,15.19,2.61,3.36,91.64,91.11,19.16
2020,340,21.06,14.76,1.22,2.97,91.7,87.34,18.69
2020,341,21.54,15.32,4.91,3.33,91.81,88.1,19.32
2020,342,21.78,15.61,6.05,3.29,91.94,88.47,19.64
2020,343,21.34,15.13,3.41,3.09,92.03,88.22,19.16
2020,344,21.25,14.91,1.06,2.66,91.94,87.39,18.9
2020,345,19.48,11.79,0.01,1.75,91.95,79.21,15.21
2020,346,18.85,11.17,0.0,1.66,91.95,78.66,14.4
2020,347,18.4,11.04,0.0,1.68,91.92,79.62,14.21
2020,348,18.5,11.3,0.0,1.41,91.84,79.33,14.57
2020,349,18.94,11.89,0.0,1.83,91.83,81.44,15.34
2020,350,18.89,11.84,0.0,2.41,91.96,81.72,15.24
2020,351,20.52,13.88,0.54,2.6,91.99,85.5,17.78
2020,352,20.94,14.38,0.06,2.84,91.96,86.22,18.34
2020,353,19.42,13.13,0.0,2.52,91.98,86.32,16.91
2020,354,19.85,13.19,0.0,2.87,92.02,85.2,16.99
2020,355,19.09,12.19,0.0,2.9,92.07,82.98,15.78
2020,356,17.2,10.64,0.0,2.46,91.95,81.97,13.64
2020,357,18.04,10.87,0.0,2.02,91.87,79.68,13.89
2020,358,19.19,11.73,0.0,1.8,91.81,79.83,15.13
2020,359,20.14,12.79,0.0,1.78,91.74,81.48,16.43
2020,360,20.11,13.03,0.0,2.13,91.8,82.8,16.76
2020,361,18.68,11.45,0.0,2.21,91.9,80.49,14.77
2020,362,18.28,11.01,0.0,1.96,91.87,79.97,14.13
2020,363,18.67,10.3,0.0,1.38,91.81,74.68,13.07
2020,364,19.89,12.01,0.05,2.28,91.8,78.82,15.33
2020,365,21.09,14.12,0.98,2.81,91.79,84.03,17.99
2020,366,21.08,14.21,1.17,3.42,91.85,84.78,18.13
2021,1,18.87,11.71,0.16,2.95,91.92,81.29,15.12
2021,2,19.86,13.08,0.29,2.71,91.89,84.14,16.77
2021,3,20.95,13.67,0.15,2.92,91.78,82.54,17.5
2021,4,21.01,13.35,0.06,3.27,91.78,80.6,17.15
2021,5,20.98,14.51,0.48,2.57,91.82,86.53,18.43
2021,6,21.7,15.11,13.31,2.32,91.76,86.4,19.08
2021,7,21.16,14.99,4.22,2.27,91.65,87.96,18.95
2021,8,22.02,15.22,0.16,2.38,91.58,85.13,19.17
2021,9,22.21,14.97,0.05,2.7,91.63,83.32,18.93
2021,10,21.39,14.21,0.0,2.64,91.72,82.98,18.11
2021,11,20.86,13.66,0.01,2.53,91.84,82.66,17.51
2021,12,20.05,12.82,0.09,3.19,91.84,82.01,16.5
2021,13,20.66,12.35,0.12,3.26,91.83,77.67,15.9
2021,14,20.41,12.64,0.22,2.84,91.79,79.63,16.27
2021,15,21.23,12.68,0.04,2.7,91.76,76.72,16.33
2021,16,21.45,11.97,0.0,2.43,91.69,72.58,15.4
2021,17,21.12,12.09,0.0,2.43,91.75,74.65,15.6
2021,18,20.16,11.16,0.0,2.73,91.86,73.55,14.35
2021,19,20.17,11.29,0.0,2.29,91.85,74.28,14.53
2021,20,20.87,11.15,0.0,1.31,91.88,71.24,14.25
2021,21,22.27,12.21,0.0,0.9,91.84,71.25,15.72
2021,22,22.55,12.86,0.0,1.82,91.8,72.91,16.43
2021,23,21.83,11.91,0.0,1.86,91.85,71.33,15.3
2021,24,21.05,10.81,0.0,1.78,91.9,69.06,13.8
2021,25,19.72,9.34,0.0,2.12,91.96,66.74,11.43
2021,26,19.64,8.31,0.0,2.08,91.9,61.53,9.32
2021,27,19.19,8.9,0.0,2.33,91.92,65.51,10.79
2021,28,20.04,10.02,0.0,2.88,91.94,68.92,12.58
2021,29,21.06,10.89,0.0,2.61,91.99,69.02,13.89
2021,30,21.74,10.97,0.0,1.97,91.91,67.06,14.07
2021,31,21.63,9.89,0.0,2.85,91.96,62.62,12.25
2021,32,20.36,8.85,0.0,2.99,92.09,60.89,10.69
2021,33,20.87,10.09,0.0,3.1,92.1,66.47,12.71
2021,34,21.49,10.99,0.0,2.86,92.03,68.2,14.09
2021,35,21.07,9.9,0.0,2.41,92.02,63.85,12.5
2021,36,20.61,9.29,0.0,2.06,91.93,63.04,11.52
2021,37,20.6,8.78,0.0,2.66,91.86,60.9,10.52
2021,38,20.16,7.02,0.0,3.05,91.91,50.85,7.05
2021,39,19.81,8.26,0.0,2.97,91.97,58.62,9.73
2021,40,19.69,8.44,0.0,3.03,91.93,61.61,9.88
2021,41,19.5,6.97,0.0,2.25,91.85,55.57,6.16
2021,42,20.07,7.77,0.0,2.42,91.79,58.48,8.23
2021,43,20.3,7.74,0.0,2.47,91.85,57.87,8.15
2021,44,20.54,7.9,0.0,2.26,91.93,57.24,8.62
2021,45,20.8,7.72,0.0,1.6,91.94,55.54,8.39
2021,46,21.85,8.67,0.0,1.41,91.84,55.69,10.41
2021,47,22.52,9.45,0.0,1.92,91.81,57.46,11.71
2021,48,22.71,9.37,0.0,2.75,91.77,56.9,11.39
2021,49,22.23,10.08,0.01,3.45,91.9,60.86,12.63
2021,50,22.06,10.19,6.02,2.82,91.93,62.7,12.52
2021,51,21.47,12.32,9.12,3.22,91.9,73.36,15.89
2021,52,20.95,12.24,2.17,3.69,91.97,74.29,15.78
2021,53,22.36,10.59,0.15,2.21,92.01,63.27,13.46
2021,54,23.46,10.8,0.03,2.42,91.89,61.13,13.74
2021,55,23.55,10.02,0.0,1.94,91.82,57.56,12.52
2021,56,23.98,9.72,0.0,1.87,91.82,54.32,12.14
2021,57,23.89,9.01,0.0,1.76,91.72,50.27,11.01
2021,58,24.5,9.28,0.0,2.08,91.65,49.84,11.42
2021,59,24.14,8.35,0.0,2.89,91.69,48.03,9.38
2021,60,23.39,8.22,0.0,2.27,91.94,50.3,9.17
2021,61,23.94,9.05,0.0,2.86,91.96,51.82,10.93
2021,62,23.73,7.81,0.0,3.21,91.85,45.48,8.68
2021,63,22.64,7.56,0.0,3.4,91.87,48.88,7.85
2021,64,23.17,7.02,0.0,2.17,91.95,47.2,6.05
2021,65,24.47,7.8,0.0,2.07,91.96,46.94,7.96
2021,66,24.6,8.54,0.0,2.26,91.86,49.87,9.4
2021,67,24.44,8.23,0.0,2.9,91.89,49.27,8.14
2021,68,24.54,8.14,0.0,3.25,91.95,48.44,8.09
2021,69,25.74,10.26,0.0,2.16,91.93,53.42,12.27
2021,70,26.65,10.81,0.03,2.92,91.9,51.34,13.5
2021,71,25.5,8.7,0.04,2.88,91.99,45.2,9.31
2021,72,24.75,7.88,0.0,2.71,91.95,45.44,8.39
2021,73,25.4,8.62,0.0,2.9,91.83,47.05,9.71
2021,74,25.79,8.22,0.0,2.14,91.76,43.48,9.16
2021,75,26.34,8.01,0.0,2.48,91.77,41.85,8.29
2021,76,26.25,7.72,0.0,2.89,91.7,38.61,8.25
2021,77,25.43,9.05,0.0,3.07,91.76,46.56,10.58
2021,78,25.29,8.27,0.0,3.09,91.71,41.81,9.67
2021,79,25.85,7.03,0.0,3.08,91.6,36.75,6.8
2021,80,26.3,7.17,0.0,2.81,91.6,37.38,6.76
2021,81,27.02,8.02,0.0,2.89,91.71,38.25,8.93
2021,82,27.4,8.8,0.0,2.91,91.75,42.89,10.07
2021,83,27.75,9.43,0.0,3.09,91.76,43.64,11.46
2021,84,27.68,8.95,0.02,2.74,91.7,40.0,10.62
2021,85,28.31,8.77,0.0,3.3,91.66,39.19,9.83
2021,86,26.96,9.78,0.0,3.02,91.65,47.38,11.57
2021,87,26.84,9.92,0.0,2.32,91.62,46.37,11.95
2021,88,28.28,9.44,0.0,2.67,91.57,41.15,11.06
2021,89,29.12,9.48,0.0,2.86,91.47,37.04,11.67
2021,90,30.7,8.25,0.0,2.48,91.35,29.83,9.59
2021,91,29.02,7.26,0.0,3.05,91.35,30.24,7.17
2021,92,28.95,7.32,0.0,2.57,91.39,30.31,7.64
2021,93,30.67,8.61,0.0,1.74,91.41,31.43,10.2
2021,94,30.1,8.85,0.15,2.56,91.58,32.16,10.69
2021,95,30.06,10.09,0.15,2.83,91.6,38.93,12.38
2021,96,28.84,10.54,0.0,3.33,91.71,44.42,13.03
2021,97,29.07,9.14,0.0,2.84,91.77,38.33,10.99
2021,98,28.62,7.29,0.0,3.18,91.62,31.95,7.39
2021,99,28.41,8.68,0.0,3.23,91.56,37.74,10.07
2021,100,28.21,9.92,0.0,3.81,91.66,44.51,11.84
2021,101,28.45,11.26,0.0,3.16,91.79,47.89,14.14
2021,102,28.5,12.21,1.77,3.16,91.84,50.64,15.58
2021,103,27.98,12.04,1.49,2.76,91.81,51.56,15.21
2021,104,26.99,13.41,6.21,1.58,91.77,57.58,17.08
2021,105,24.89,15.25,13.55,1.47,91.78,73.13,19.2
2021,106,26.11,13.75,0.15,2.21,91.71,63.5,17.5
2021,107,26.98,13.72,0.01,1.78,91.74,59.81,17.49
2021,108,27.32,13.26,0.0,2.05,91.83,56.76,16.94
2021,109,27.3,14.31,0.51,1.37,91.69,60.5,18.12
2021,110,26.79,14.33,0.91,1.51,91.63,61.44,18.18
2021,111,26.57,15.27,5.12,1.16,91.73,66.22,19.18
2021,112,27.07,14.2,0.91,0.99,91.73,61.35,18.04
2021,113,25.97,14.73,25.15,1.14,91.74,66.39,18.65
2021,114,26.57,14.86,5.78,1.12,91.68,65.13,18.77
2021,115,27.16,13.64,1.04,2.41,91.65,59.96,17.23
2021,116,25.62,14.22,0.02,1.95,91.65,65.95,17.95
2021,117,26.66,13.56,0.0,1.7,91.67,61.03,17.22
2021,118,27.07,13.51,0.01,1.92,91.74,58.54,17.18
2021,119,27.76,13.36,0.05,1.88,91.67,55.64,17.04
2021,120,26.77,14.17,0.95,1.99,91.59,61.4,17.99
2021,121,26.69,14.78,2.14,2.51,91.6,64.91,18.64
2021,122,26.86,14.1,0.04,1.81,91.6,62.4,17.8
2021,123,27.28,14.09,0.11,2.14,91.55,60.82,17.8
2021,124,27.55,14.56,0.03,2.19,91.53,61.03,18.35
2021,125,28.23,14.22,0.02,2.27,91.52,58.02,17.95
2021,126,28.07,14.01,0.01,2.83,91.59,57.91,17.73
2021,127,27.79,14.28,1.44,2.99,91.67,59.65,18.12
2021,128,27.96,13.85,0.0,2.82,91.59,57.84,17.58
2021,129,28.64,14.24,0.01,2.17,91.5,56.78,18.02
2021,130,28.4,15.2,0.26,1.94,91.49,59.52,19.11
2021,131,27.27,16.23,0.23,1.46,91.5,66.44,20.17
2021,132,27.02,16.72,13.46,1.24,91.42,70.17,20.61
2021,133,26.0,17.1,7.8,1.18,91.37,75.75,20.96
2021,134,27.2,15.04,2.78,3.49,91.21,65.0,18.84
2021,135,24.81,16.01,0.96,4.59,91.13,75.47,19.91
2021,136,25.6,16.29,0.14,4.32,91.24,74.03,20.2
2021,137,26.98,15.62,0.26,2.71,91.42,67.47,19.52
2021,138,26.55,15.67,0.45,2.66,91.5,68.18,19.58
2021,139,25.33,17.66,75.59,2.74,91.46,80.84,21.52
2021,140,24.37,16.32,20.55,2.52,91.53,79.53,20.27
2021,141,23.76,15.84,14.05,2.75,91.57,80.22,19.81
2021,142,24.23,15.83,3.21,3.1,91.5,78.4,19.79
2021,143,24.76,16.05,0.51,3.35,91.54,76.87,20.0
2021,144,23.97,15.08,0.06,3.26,91.6,75.43,19.01
2021,145,23.04,16.52,9.37,3.33,91.44,85.96,20.46
2021,146,24.1,15.27,0.3,4.85,91.39,76.2,19.19
2021,147,24.33,14.99,0.01,3.75,91.47,74.16,18.87
2021,148,25.25,14.63,0.0,3.91,91.52,70.03,18.51
2021,149,25.36,14.77,4.03,3.24,91.58,70.37,18.67
2021,150,25.2,15.29,3.02,3.36,91.54,72.95,19.23
2021,151,25.59,15.95,0.56,3.26,91.39,73.43,19.89
2021,152,25.85,16.62,4.62,2.42,91.41,74.98,20.53
2021,153,25.23,16.73,1.42,1.84,91.46,77.55,20.64
2021,154,24.72,16.68,15.48,0.65,91.55,79.01,20.62
2021,155,23.61,17.14,21.55,2.41,91.63,86.32,21.09
2021,156,22.23,15.38,12.96,1.96,91.63,84.36,19.35
2021,157,24.09,14.37,0.19,2.07,91.57,72.91,18.24
2021,158,23.23,15.08,0.63,2.66,91.62,78.89,19.03
2021,159,24.83,14.78,0.03,3.22,91.55,72.28,18.67
2021,160,24.15,15.6,1.42,3.85,91.46,77.55,19.55
2021,161,24.29,15.0,0.02,4.13,91.37,74.73,18.88
2021,162,23.32,14.94,0.0,4.16,91.44,77.79,18.83
2021,163,22.52,13.77,1.69,5.44,91.43,75.53,17.5
2021,164,22.95,13.53,1.37,5.48,91.38,72.7,17.27
2021,165,22.68,14.37,0.65,6.3,91.32,77.64,18.2
2021,166,22.59,14.81,0.98,5.18,91.32,79.81,18.68
2021,167,23.88,14.81,0.73,5.29,91.42,75.01,18.67
2021,168,23.84,15.43,0.9,5.03,91.5,78.15,19.37
2021,169,23.1,14.89,0.01,4.85,91.62,78.68,18.81
2021,170,23.52,15.46,0.01,4.53,91.72,79.59,19.44
2021,171,23.76,14.86,0.0,3.7,91.74,76.14,18.79
2021,172,24.33,14.98,0.04,3.43,91.65,74.53,18.93
2021,173,24.13,15.17,0.17,2.88,91.57,75.69,19.09
2021,174,24.49,15.33,4.74,2.94,91.55,75.38,19.26
2021,175,24.26,14.85,1.19,3.6,91.6,74.27,18.76
2021,176,23.58,14.19,0.0,3.77,91.52,74.05,18.02
2021,177,23.69,14.4,1.19,4.02,91.48,74.48,18.27
2021,178,21.82,13.12,0.53,3.73,91.6,74.63,16.8
2021,179,24.15,13.25,0.18,1.95,91.48,68.14,16.93
2021,180,25.75,15.19,0.19,1.98,91.45,70.26,19.09
2021,181,25.61,16.93,1.57,1.97,91.45,76.84,20.83
2021,182,23.77,17.68,30.0,2.04,91.39,87.65,21.55
2021,183,23.53,16.69,4.36,2.61,91.47,84.52,20.63
2021,184,23.68,15.94,2.83,2.01,91.51,80.84,19.89
2021,185,23.3,16.2,34.49,1.95,91.51,83.4,20.14
2021,186,24.04,16.15,2.07,1.63,91.41,79.99,20.09
2021,187,23.77,16.89,0.46,1.8,91.31,84.16,20.78
2021,188,23.06,16.71,0.92,2.13,91.29,86.64,20.62
2021,189,23.18,16.53,8.63,2.57,91.38,85.38,20.45
2021,190,23.25,16.39,13.18,3.44,91.22,84.45,20.3
2021,191,21.77,14.53,0.91,4.18,91.17,82.02,18.38
2021,192,21.44,14.36,0.04,4.54,91.17,82.45,18.17
2021,193,21.76,14.45,0.08,4.73,91.2,81.82,18.27
2021,194,23.28,15.68,2.36,4.97,91.23,81.39,19.6
2021,195,22.86,15.98,14.16,4.99,91.29,84.45,19.9
2021,196,22.54,15.51,6.93,4.62,91.28,83.56,19.43
2021,197,23.49,15.97,10.03,3.68,91.45,82.08,19.92
2021,198,22.87,16.49,27.91,3.45,91.49,86.8,20.42
2021,199,22.52,16.57,9.26,4.55,91.39,88.74,20.5
